report_month,spill_type,rurality,n_events,mean_delay,time,post_2020,time_post
2016-09-01,Recent,Urban,12,0.75,18.333333333333332,0,0.0
2016-10-01,Recent,Urban,14,0.6428571428571429,19.333333333333332,0,0.0
2016-11-01,Recent,Urban,23,0.6956521739130435,20.366666666666667,0,0.0
2016-12-01,Recent,Urban,13,0.6923076923076923,21.366666666666667,0,0.0
2017-01-01,Recent,Urban,24,0.875,22.4,0,0.0
2017-02-01,Recent,Urban,26,1.0384615384615385,23.433333333333334,0,0.0
2017-03-01,Recent,Urban,16,1.0625,24.366666666666667,0,0.0
2017-04-01,Recent,Urban,14,0.7142857142857143,25.4,0,0.0
2017-05-01,Recent,Urban,33,1.0606060606060606,26.4,0,0.0
2017-06-01,Recent,Urban,42,1.1428571428571428,27.433333333333334,0,0.0
2017-07-01,Recent,Urban,16,0.5625,28.433333333333334,0,0.0
2017-08-01,Recent,Urban,34,1.0294117647058822,29.466666666666665,0,0.0
2017-09-01,Recent,Urban,21,0.9047619047619048,30.5,0,0.0
2017-10-01,Recent,Urban,23,1.2173913043478262,31.5,0,0.0
2017-11-01,Recent,Urban,29,0.5862068965517241,32.53333333333333,0,0.0
2017-12-01,Recent,Urban,20,1.0,33.53333333333333,0,0.0
2018-01-01,Recent,Urban,19,1.105263157894737,34.56666666666667,0,0.0
2018-02-01,Recent,Urban,16,0.6875,35.6,0,0.0
2018-03-01,Recent,Urban,17,1.0,36.53333333333333,0,0.0
2018-04-01,Recent,Urban,24,1.1666666666666667,37.56666666666667,0,0.0
2018-05-01,Recent,Urban,27,1.1111111111111112,38.56666666666667,0,0.0
2018-06-01,Recent,Urban,20,1.2,39.6,0,0.0
2018-07-01,Recent,Urban,28,0.8214285714285714,40.6,0,0.0
2018-08-01,Recent,Urban,10,0.9,41.63333333333333,0,0.0
2018-09-01,Recent,Urban,8,0.625,42.666666666666664,0,0.0
2018-10-01,Recent,Urban,20,0.65,43.666666666666664,0,0.0
2018-11-01,Recent,Urban,8,1.625,44.7,0,0.0
2018-12-01,Recent,Urban,8,0.5,45.7,0,0.0
2019-01-01,Recent,Urban,24,0.8333333333333334,46.733333333333334,0,0.0
2019-02-01,Recent,Urban,20,0.4,47.766666666666666,0,0.0
2019-03-01,Recent,Urban,11,1.6363636363636365,48.7,0,0.0
2019-04-01,Recent,Urban,19,0.42105263157894735,49.733333333333334,0,0.0
2019-05-01,Recent,Urban,23,1.173913043478261,50.733333333333334,0,0.0
2019-06-01,Recent,Urban,3,0.0,51.766666666666666,0,0.0
2019-07-01,Recent,Urban,18,1.2777777777777777,52.766666666666666,0,0.0
2019-08-01,Recent,Urban,24,1.0833333333333333,53.8,0,0.0
2019-09-01,Recent,Urban,18,1.0,54.833333333333336,0,0.0
2019-10-01,Recent,Urban,24,0.3333333333333333,55.833333333333336,0,0.0
2019-11-01,Recent,Urban,29,0.9310344827586207,56.86666666666667,0,0.0
2019-12-01,Recent,Urban,6,0.5,57.86666666666667,0,0.0
2020-01-01,Recent,Urban,22,0.8636363636363636,58.9,1,58.9
2020-02-01,Recent,Urban,11,0.8181818181818182,59.93333333333333,1,59.93333333333333
2020-03-01,Recent,Urban,20,0.7,60.9,1,60.9
2020-04-01,Recent,Urban,7,1.2857142857142858,61.93333333333333,1,61.93333333333333
2020-05-01,Recent,Urban,12,0.4166666666666667,62.93333333333333,1,62.93333333333333
2020-06-01,Recent,Urban,23,0.8695652173913043,63.96666666666667,1,63.96666666666667
2020-07-01,Recent,Urban,8,0.625,64.96666666666667,1,64.96666666666667
2020-08-01,Recent,Urban,12,0.8333333333333334,66.0,1,66.0
2020-09-01,Recent,Urban,17,0.35294117647058826,67.03333333333333,1,67.03333333333333
2020-10-01,Recent,Urban,6,0.6666666666666666,68.03333333333333,1,68.03333333333333
2020-11-01,Recent,Urban,4,0.5,69.06666666666666,1,69.06666666666666
2020-12-01,Recent,Urban,16,0.5,70.06666666666666,1,70.06666666666666
2021-01-01,Recent,Urban,11,0.8181818181818182,71.1,1,71.1
2021-02-01,Recent,Urban,34,1.088235294117647,72.13333333333334,1,72.13333333333334
2021-03-01,Recent,Urban,23,0.8695652173913043,73.06666666666666,1,73.06666666666666
2021-04-01,Recent,Urban,21,0.5714285714285714,74.1,1,74.1
2021-05-01,Recent,Urban,28,0.8571428571428571,75.1,1,75.1
2021-06-01,Recent,Urban,19,1.105263157894737,76.13333333333334,1,76.13333333333334
2021-07-01,Recent,Urban,17,1.1764705882352942,77.13333333333334,1,77.13333333333334
2021-08-01,Recent,Urban,25,0.32,78.16666666666667,1,78.16666666666667
2021-09-01,Recent,Urban,25,0.52,79.2,1,79.2
2021-10-01,Recent,Urban,15,0.6,80.2,1,80.2
2021-11-01,Recent,Urban,26,0.6538461538461539,81.23333333333333,1,81.23333333333333
2021-12-01,Recent,Urban,32,0.6875,82.23333333333333,1,82.23333333333333
2022-01-01,Recent,Urban,23,0.391304347826087,83.26666666666667,1,83.26666666666667
2022-02-01,Recent,Urban,15,0.6666666666666666,84.3,1,84.3
2022-03-01,Recent,Urban,34,0.14705882352941177,85.23333333333333,1,85.23333333333333
2022-04-01,Recent,Urban,32,0.21875,86.26666666666667,1,86.26666666666667
2022-05-01,Recent,Urban,25,0.52,87.26666666666667,1,87.26666666666667
2022-06-01,Recent,Urban,33,1.121212121212121,88.3,1,88.3
2022-07-01,Recent,Urban,16,0.8125,89.3,1,89.3
2022-08-01,Recent,Urban,33,0.7878787878787878,90.33333333333333,1,90.33333333333333
2022-09-01,Recent,Urban,24,0.9583333333333334,91.36666666666666,1,91.36666666666666
2022-10-01,Recent,Urban,6,0.6666666666666666,92.36666666666666,1,92.36666666666666
2022-11-01,Recent,Urban,5,0.4,93.4,1,93.4
2022-12-01,Recent,Urban,30,0.4666666666666667,94.4,1,94.4
2023-01-01,Recent,Urban,10,0.5,95.43333333333334,1,95.43333333333334
2023-02-01,Recent,Urban,25,0.0,96.46666666666667,1,96.46666666666667
2023-03-01,Recent,Urban,24,0.20833333333333334,97.4,1,97.4
2023-04-01,Recent,Urban,25,0.4,98.43333333333334,1,98.43333333333334
2023-05-01,Recent,Urban,25,0.2,99.43333333333334,1,99.43333333333334
2023-06-01,Recent,Urban,23,0.4782608695652174,100.46666666666667,1,100.46666666666667
2023-07-01,Recent,Urban,26,0.6923076923076923,101.46666666666667,1,101.46666666666667
2023-08-01,Recent,Urban,29,0.7586206896551724,102.5,1,102.5
2023-09-01,Recent,Urban,19,0.6842105263157895,103.53333333333333,1,103.53333333333333
2023-10-01,Recent,Urban,13,0.0,104.53333333333333,1,104.53333333333333
2023-11-01,Recent,Urban,16,0.5625,105.56666666666666,1,105.56666666666666
2023-12-01,Recent,Urban,19,0.42105263157894735,106.56666666666666,1,106.56666666666666
2024-01-01,Recent,Urban,33,0.8181818181818182,107.6,1,107.6
2024-02-01,Recent,Urban,16,0.5625,108.63333333333334,1,108.63333333333334
2024-03-01,Recent,Urban,33,0.696969696969697,109.6,1,109.6
2024-04-01,Recent,Urban,30,0.7666666666666667,110.63333333333334,1,110.63333333333334
2024-05-01,Recent,Urban,30,0.8666666666666667,111.63333333333334,1,111.63333333333334
2024-06-01,Recent,Urban,19,0.8421052631578947,112.66666666666667,1,112.66666666666667
2024-07-01,Recent,Urban,19,0.47368421052631576,113.66666666666667,1,113.66666666666667
2024-08-01,Recent,Urban,19,1.0,114.7,1,114.7
2024-09-01,Recent,Urban,25,0.56,115.73333333333333,1,115.73333333333333
2024-10-01,Recent,Urban,35,0.5714285714285714,116.73333333333333,1,116.73333333333333
2024-11-01,Recent,Urban,16,0.4375,117.76666666666667,1,117.76666666666667
2024-12-01,Recent,Urban,8,1.125,118.76666666666667,1,118.76666666666667
2015-03-01,Recent,Suburban,3,0.0,0.0,0,0.0
2015-04-01,Recent,Suburban,5,0.4,1.0333333333333334,0,0.0
2015-05-01,Recent,Suburban,5,0.4,2.033333333333333,0,0.0
2015-06-01,Recent,Suburban,0,,3.066666666666667,0,0.0
2015-07-01,Recent,Suburban,12,0.25,4.066666666666666,0,0.0
2015-08-01,Recent,Suburban,3,2.0,5.1,0,0.0
2015-09-01,Recent,Suburban,0,,6.133333333333334,0,0.0
2015-10-01,Recent,Suburban,4,0.5,7.133333333333334,0,0.0
2015-11-01,Recent,Suburban,5,0.0,8.166666666666666,0,0.0
2015-12-01,Recent,Suburban,7,0.0,9.166666666666666,0,0.0
2016-01-01,Recent,Suburban,6,0.5,10.2,0,0.0
2016-02-01,Recent,Suburban,2,1.0,11.233333333333333,0,0.0
2016-03-01,Recent,Suburban,0,,12.2,0,0.0
2016-04-01,Recent,Suburban,6,0.5,13.233333333333333,0,0.0
2016-05-01,Recent,Suburban,2,1.0,14.233333333333333,0,0.0
2016-06-01,Recent,Suburban,3,1.0,15.266666666666667,0,0.0
2016-07-01,Recent,Suburban,3,1.0,16.266666666666666,0,0.0
2016-08-01,Recent,Suburban,0,,17.3,0,0.0
2016-09-01,Recent,Suburban,18,0.8888888888888888,18.333333333333332,0,0.0
2016-10-01,Recent,Suburban,0,,19.333333333333332,0,0.0
2016-11-01,Recent,Suburban,2,0.0,20.366666666666667,0,0.0
2016-12-01,Recent,Suburban,0,,21.366666666666667,0,0.0
2017-01-01,Recent,Suburban,3,0.0,22.4,0,0.0
2017-02-01,Recent,Suburban,4,1.0,23.433333333333334,0,0.0
2017-03-01,Recent,Suburban,6,1.3333333333333333,24.366666666666667,0,0.0
2017-04-01,Recent,Suburban,2,2.0,25.4,0,0.0
2017-05-01,Recent,Suburban,0,,26.4,0,0.0
2017-06-01,Recent,Suburban,2,2.0,27.433333333333334,0,0.0
2017-07-01,Recent,Suburban,3,2.0,28.433333333333334,0,0.0
2017-08-01,Recent,Suburban,5,2.0,29.466666666666665,0,0.0
2017-09-01,Recent,Suburban,0,,30.5,0,0.0
2017-10-01,Recent,Suburban,2,1.0,31.5,0,0.0
2017-11-01,Recent,Suburban,0,,32.53333333333333,0,0.0
2017-12-01,Recent,Suburban,2,1.0,33.53333333333333,0,0.0
2018-01-01,Recent,Suburban,4,0.5,34.56666666666667,0,0.0
2018-02-01,Recent,Suburban,1,1.0,35.6,0,0.0
2018-03-01,Recent,Suburban,2,1.0,36.53333333333333,0,0.0
2018-04-01,Recent,Suburban,0,,37.56666666666667,0,0.0
2018-05-01,Recent,Suburban,3,2.0,38.56666666666667,0,0.0
2018-06-01,Recent,Suburban,0,,39.6,0,0.0
2018-07-01,Recent,Suburban,6,1.0,40.6,0,0.0
2018-08-01,Recent,Suburban,3,1.0,41.63333333333333,0,0.0
2018-09-01,Recent,Suburban,6,0.6666666666666666,42.666666666666664,0,0.0
2018-10-01,Recent,Suburban,0,,43.666666666666664,0,0.0
2018-11-01,Recent,Suburban,2,0.0,44.7,0,0.0
2018-12-01,Recent,Suburban,0,,45.7,0,0.0
2019-01-01,Recent,Suburban,4,0.0,46.733333333333334,0,0.0
2019-02-01,Recent,Suburban,5,2.0,47.766666666666666,0,0.0
2019-03-01,Recent,Suburban,0,,48.7,0,0.0
2019-04-01,Recent,Suburban,3,1.0,49.733333333333334,0,0.0
2019-05-01,Recent,Suburban,7,0.42857142857142855,50.733333333333334,0,0.0
2019-06-01,Recent,Suburban,4,1.0,51.766666666666666,0,0.0
2019-07-01,Recent,Suburban,10,1.0,52.766666666666666,0,0.0
2019-08-01,Recent,Suburban,7,1.1428571428571428,53.8,0,0.0
2019-09-01,Recent,Suburban,6,0.6666666666666666,54.833333333333336,0,0.0
2019-10-01,Recent,Suburban,7,0.5714285714285714,55.833333333333336,0,0.0
2019-11-01,Recent,Suburban,5,1.0,56.86666666666667,0,0.0
2019-12-01,Recent,Suburban,6,0.5,57.86666666666667,0,0.0
2020-01-01,Recent,Suburban,0,,58.9,1,58.9
2020-02-01,Recent,Suburban,1,1.0,59.93333333333333,1,59.93333333333333
2020-03-01,Recent,Suburban,5,0.6,60.9,1,60.9
2020-04-01,Recent,Suburban,0,,61.93333333333333,1,61.93333333333333
2020-05-01,Recent,Suburban,6,0.5,62.93333333333333,1,62.93333333333333
2020-06-01,Recent,Suburban,7,0.42857142857142855,63.96666666666667,1,63.96666666666667
2020-07-01,Recent,Suburban,12,0.75,64.96666666666667,1,64.96666666666667
2020-08-01,Recent,Suburban,0,,66.0,1,66.0
2020-09-01,Recent,Suburban,7,0.0,67.03333333333333,1,67.03333333333333
2020-10-01,Recent,Suburban,0,,68.03333333333333,1,68.03333333333333
2020-11-01,Recent,Suburban,6,1.0,69.06666666666666,1,69.06666666666666
2020-12-01,Recent,Suburban,4,0.25,70.06666666666666,1,70.06666666666666
2021-01-01,Recent,Suburban,8,0.625,71.1,1,71.1
2021-02-01,Recent,Suburban,0,,72.13333333333334,1,72.13333333333334
2021-03-01,Recent,Suburban,12,1.0,73.06666666666666,1,73.06666666666666
2021-04-01,Recent,Suburban,6,0.5,74.1,1,74.1
2021-05-01,Recent,Suburban,3,1.0,75.1,1,75.1
2021-06-01,Recent,Suburban,8,0.0,76.13333333333334,1,76.13333333333334
2021-07-01,Recent,Suburban,6,0.5,77.13333333333334,1,77.13333333333334
2021-08-01,Recent,Suburban,9,0.6666666666666666,78.16666666666667,1,78.16666666666667
2021-09-01,Recent,Suburban,7,0.0,79.2,1,79.2
2021-10-01,Recent,Suburban,4,2.0,80.2,1,80.2
2021-11-01,Recent,Suburban,1,0.0,81.23333333333333,1,81.23333333333333
2021-12-01,Recent,Suburban,5,1.6,82.23333333333333,1,82.23333333333333
2022-01-01,Recent,Suburban,3,0.0,83.26666666666667,1,83.26666666666667
2022-02-01,Recent,Suburban,10,0.6,84.3,1,84.3
2022-03-01,Recent,Suburban,9,1.0,85.23333333333333,1,85.23333333333333
2022-04-01,Recent,Suburban,7,0.42857142857142855,86.26666666666667,1,86.26666666666667
2022-05-01,Recent,Suburban,12,0.3333333333333333,87.26666666666667,1,87.26666666666667
2022-06-01,Recent,Suburban,6,0.5,88.3,1,88.3
2022-07-01,Recent,Suburban,6,0.0,89.3,1,89.3
2022-08-01,Recent,Suburban,3,0.0,90.33333333333333,1,90.33333333333333
2022-09-01,Recent,Suburban,18,0.6666666666666666,91.36666666666666,1,91.36666666666666
2022-10-01,Recent,Suburban,12,0.0,92.36666666666666,1,92.36666666666666
2022-11-01,Recent,Suburban,3,2.0,93.4,1,93.4
2022-12-01,Recent,Suburban,8,0.375,94.4,1,94.4
2023-01-01,Recent,Suburban,5,0.4,95.43333333333334,1,95.43333333333334
2023-02-01,Recent,Suburban,0,,96.46666666666667,1,96.46666666666667
2023-03-01,Recent,Suburban,9,0.3333333333333333,97.4,1,97.4
2023-04-01,Recent,Suburban,3,0.0,98.43333333333334,1,98.43333333333334
2023-05-01,Recent,Suburban,16,0.625,99.43333333333334,1,99.43333333333334
2023-06-01,Recent,Suburban,9,0.3333333333333333,100.46666666666667,1,100.46666666666667
2023-07-01,Recent,Suburban,19,0.5263157894736842,101.46666666666667,1,101.46666666666667
2023-08-01,Recent,Suburban,9,1.0,102.5,1,102.5
2023-09-01,Recent,Suburban,5,0.4,103.53333333333333,1,103.53333333333333
2023-10-01,Recent,Suburban,0,,104.53333333333333,1,104.53333333333333
2023-11-01,Recent,Suburban,6,0.0,105.56666666666666,1,105.56666666666666
2023-12-01,Recent,Suburban,18,0.5,106.56666666666666,1,106.56666666666666
2024-01-01,Recent,Suburban,12,1.0,107.6,1,107.6
2024-02-01,Recent,Suburban,3,2.0,108.63333333333334,1,108.63333333333334
2024-03-01,Recent,Suburban,0,,109.6,1,109.6
2024-04-01,Recent,Suburban,7,1.0,110.63333333333334,1,110.63333333333334
2024-05-01,Recent,Suburban,11,0.18181818181818182,111.63333333333334,1,111.63333333333334
2024-06-01,Recent,Suburban,0,,112.66666666666667,1,112.66666666666667
2024-07-01,Recent,Suburban,3,0.0,113.66666666666667,1,113.66666666666667
2024-08-01,Recent,Suburban,2,2.0,114.7,1,114.7
2024-09-01,Recent,Suburban,3,0.0,115.73333333333333,1,115.73333333333333
2024-10-01,Recent,Suburban,0,,116.73333333333333,1,116.73333333333333
2024-11-01,Recent,Suburban,0,,117.76666666666667,1,117.76666666666667
2024-12-01,Recent,Suburban,0,,118.76666666666667,1,118.76666666666667
2015-03-01,Recent,Rural,11,0.5454545454545454,0.0,0,0.0
2015-04-01,Recent,Rural,23,0.8260869565217391,1.0333333333333334,0,0.0
2015-05-01,Recent,Rural,20,0.9,2.033333333333333,0,0.0
2015-06-01,Recent,Rural,24,1.0416666666666667,3.066666666666667,0,0.0
2015-07-01,Recent,Rural,38,0.7631578947368421,4.066666666666666,0,0.0
2015-08-01,Recent,Rural,18,0.8333333333333334,5.1,0,0.0
2015-09-01,Recent,Rural,16,1.0,6.133333333333334,0,0.0
2015-10-01,Recent,Rural,31,0.3870967741935484,7.133333333333334,0,0.0
2015-11-01,Recent,Rural,43,0.9302325581395349,8.166666666666666,0,0.0
2015-12-01,Recent,Rural,31,0.7741935483870968,9.166666666666666,0,0.0
2016-01-01,Recent,Rural,14,0.5,10.2,0,0.0
2016-02-01,Recent,Rural,31,0.7096774193548387,11.233333333333333,0,0.0
2016-03-01,Recent,Rural,16,0.8125,12.2,0,0.0
2016-04-01,Recent,Rural,11,1.0,13.233333333333333,0,0.0
2016-05-01,Recent,Rural,23,0.8695652173913043,14.233333333333333,0,0.0
2016-06-01,Recent,Rural,27,1.3333333333333333,15.266666666666667,0,0.0
2016-07-01,Recent,Rural,19,1.3157894736842106,16.266666666666666,0,0.0
2016-08-01,Recent,Rural,21,1.4761904761904763,17.3,0,0.0
2016-09-01,Recent,Rural,18,0.6666666666666666,18.333333333333332,0,0.0
2016-10-01,Recent,Rural,21,0.8571428571428571,19.333333333333332,0,0.0
2016-11-01,Recent,Rural,21,0.7619047619047619,20.366666666666667,0,0.0
2016-12-01,Recent,Rural,48,1.1041666666666667,21.366666666666667,0,0.0
2017-01-01,Recent,Rural,23,1.3043478260869565,22.4,0,0.0
2017-02-01,Recent,Rural,26,0.5769230769230769,23.433333333333334,0,0.0
2017-03-01,Recent,Rural,30,1.1333333333333333,24.366666666666667,0,0.0
2017-04-01,Recent,Rural,12,1.25,25.4,0,0.0
2017-05-01,Recent,Rural,28,0.9285714285714286,26.4,0,0.0
2017-06-01,Recent,Rural,28,0.8571428571428571,27.433333333333334,0,0.0
2017-07-01,Recent,Rural,20,1.4,28.433333333333334,0,0.0
2017-08-01,Recent,Rural,33,1.0,29.466666666666665,0,0.0
2017-09-01,Recent,Rural,37,0.8918918918918919,30.5,0,0.0
2017-10-01,Recent,Rural,31,1.064516129032258,31.5,0,0.0
2017-11-01,Recent,Rural,14,1.3571428571428572,32.53333333333333,0,0.0
2017-12-01,Recent,Rural,32,0.40625,33.53333333333333,0,0.0
2018-01-01,Recent,Rural,43,0.7906976744186046,34.56666666666667,0,0.0
2018-02-01,Recent,Rural,28,0.6785714285714286,35.6,0,0.0
2018-03-01,Recent,Rural,19,1.263157894736842,36.53333333333333,0,0.0
2018-04-01,Recent,Rural,30,1.1666666666666667,37.56666666666667,0,0.0
2018-05-01,Recent,Rural,24,1.0,38.56666666666667,0,0.0
2018-06-01,Recent,Rural,22,0.7272727272727273,39.6,0,0.0
2018-07-01,Recent,Rural,34,0.7647058823529411,40.6,0,0.0
2018-08-01,Recent,Rural,26,0.8461538461538461,41.63333333333333,0,0.0
2018-09-01,Recent,Rural,23,0.6521739130434783,42.666666666666664,0,0.0
2018-10-01,Recent,Rural,30,0.9333333333333333,43.666666666666664,0,0.0
2018-11-01,Recent,Rural,21,0.9523809523809523,44.7,0,0.0
2018-12-01,Recent,Rural,42,0.7380952380952381,45.7,0,0.0
2019-01-01,Recent,Rural,44,0.9772727272727273,46.733333333333334,0,0.0
2019-02-01,Recent,Rural,48,0.7708333333333334,47.766666666666666,0,0.0
2019-03-01,Recent,Rural,36,0.3333333333333333,48.7,0,0.0
2019-04-01,Recent,Rural,32,1.40625,49.733333333333334,0,0.0
2019-05-01,Recent,Rural,35,0.6571428571428571,50.733333333333334,0,0.0
2019-06-01,Recent,Rural,38,0.8421052631578947,51.766666666666666,0,0.0
2019-07-01,Recent,Rural,29,0.896551724137931,52.766666666666666,0,0.0
2019-08-01,Recent,Rural,22,0.7272727272727273,53.8,0,0.0
2019-09-01,Recent,Rural,28,1.1071428571428572,54.833333333333336,0,0.0
2019-10-01,Recent,Rural,27,1.037037037037037,55.833333333333336,0,0.0
2019-11-01,Recent,Rural,31,0.7741935483870968,56.86666666666667,0,0.0
2019-12-01,Recent,Rural,43,1.3488372093023255,57.86666666666667,0,0.0
2020-01-01,Recent,Rural,36,0.7777777777777778,58.9,1,58.9
2020-02-01,Recent,Rural,55,0.6545454545454545,59.93333333333333,1,59.93333333333333
2020-03-01,Recent,Rural,29,0.7586206896551724,60.9,1,60.9
2020-04-01,Recent,Rural,30,0.5333333333333333,61.93333333333333,1,61.93333333333333
2020-05-01,Recent,Rural,34,0.6470588235294118,62.93333333333333,1,62.93333333333333
2020-06-01,Recent,Rural,43,0.3023255813953488,63.96666666666667,1,63.96666666666667
2020-07-01,Recent,Rural,33,0.696969696969697,64.96666666666667,1,64.96666666666667
2020-08-01,Recent,Rural,17,0.6470588235294118,66.0,1,66.0
2020-09-01,Recent,Rural,27,1.037037037037037,67.03333333333333,1,67.03333333333333
2020-10-01,Recent,Rural,28,1.0357142857142858,68.03333333333333,1,68.03333333333333
2020-11-01,Recent,Rural,21,1.4285714285714286,69.06666666666666,1,69.06666666666666
2020-12-01,Recent,Rural,21,0.7142857142857143,70.06666666666666,1,70.06666666666666
2021-01-01,Recent,Rural,35,1.0857142857142856,71.1,1,71.1
2021-02-01,Recent,Rural,37,0.7297297297297297,72.13333333333334,1,72.13333333333334
2021-03-01,Recent,Rural,33,0.3939393939393939,73.06666666666666,1,73.06666666666666
2021-04-01,Recent,Rural,15,0.4,74.1,1,74.1
2021-05-01,Recent,Rural,39,0.8461538461538461,75.1,1,75.1
2021-06-01,Recent,Rural,47,0.5957446808510638,76.13333333333334,1,76.13333333333334
2021-07-01,Recent,Rural,27,0.7777777777777778,77.13333333333334,1,77.13333333333334
2021-08-01,Recent,Rural,18,1.1666666666666667,78.16666666666667,1,78.16666666666667
2021-09-01,Recent,Rural,44,0.7954545454545454,79.2,1,79.2
2021-10-01,Recent,Rural,42,0.35714285714285715,80.2,1,80.2
2021-11-01,Recent,Rural,36,0.6388888888888888,81.23333333333333,1,81.23333333333333
2021-12-01,Recent,Rural,43,0.7674418604651163,82.23333333333333,1,82.23333333333333
2022-01-01,Recent,Rural,52,0.7307692307692307,83.26666666666667,1,83.26666666666667
2022-02-01,Recent,Rural,51,0.6078431372549019,84.3,1,84.3
2022-03-01,Recent,Rural,50,0.84,85.23333333333333,1,85.23333333333333
2022-04-01,Recent,Rural,45,1.0,86.26666666666667,1,86.26666666666667
2022-05-01,Recent,Rural,41,0.7317073170731707,87.26666666666667,1,87.26666666666667
2022-06-01,Recent,Rural,37,0.6756756756756757,88.3,1,88.3
2022-07-01,Recent,Rural,31,0.3225806451612903,89.3,1,89.3
2022-08-01,Recent,Rural,50,0.64,90.33333333333333,1,90.33333333333333
2022-09-01,Recent,Rural,34,0.5882352941176471,91.36666666666666,1,91.36666666666666
2022-10-01,Recent,Rural,35,0.7714285714285715,92.36666666666666,1,92.36666666666666
2022-11-01,Recent,Rural,22,0.7727272727272727,93.4,1,93.4
2022-12-01,Recent,Rural,57,0.543859649122807,94.4,1,94.4
2023-01-01,Recent,Rural,15,0.8666666666666667,95.43333333333334,1,95.43333333333334
2023-02-01,Recent,Rural,57,0.6666666666666666,96.46666666666667,1,96.46666666666667
2023-03-01,Recent,Rural,24,0.7916666666666666,97.4,1,97.4
2023-04-01,Recent,Rural,36,0.7777777777777778,98.43333333333334,1,98.43333333333334
2023-05-01,Recent,Rural,50,0.62,99.43333333333334,1,99.43333333333334
2023-06-01,Recent,Rural,30,0.5666666666666667,100.46666666666667,1,100.46666666666667
2023-07-01,Recent,Rural,18,0.3333333333333333,101.46666666666667,1,101.46666666666667
2023-08-01,Recent,Rural,41,0.6585365853658537,102.5,1,102.5
2023-09-01,Recent,Rural,30,0.5,103.53333333333333,1,103.53333333333333
2023-10-01,Recent,Rural,21,0.8571428571428571,104.53333333333333,1,104.53333333333333
2023-11-01,Recent,Rural,28,0.35714285714285715,105.56666666666666,1,105.56666666666666
2023-12-01,Recent,Rural,36,0.9166666666666666,106.56666666666666,1,106.56666666666666
2024-01-01,Recent,Rural,48,0.4583333333333333,107.6,1,107.6
2024-02-01,Recent,Rural,21,0.7142857142857143,108.63333333333334,1,108.63333333333334
2024-03-01,Recent,Rural,21,0.7142857142857143,109.6,1,109.6
2024-04-01,Recent,Rural,31,0.22580645161290322,110.63333333333334,1,110.63333333333334
2024-05-01,Recent,Rural,25,0.84,111.63333333333334,1,111.63333333333334
2024-06-01,Recent,Rural,23,0.4782608695652174,112.66666666666667,1,112.66666666666667
2024-07-01,Recent,Rural,39,0.38461538461538464,113.66666666666667,1,113.66666666666667
2024-08-01,Recent,Rural,19,0.42105263157894735,114.7,1,114.7
2024-09-01,Recent,Rural,21,1.0,115.73333333333333,1,115.73333333333333
2024-10-01,Recent,Rural,36,0.8888888888888888,116.73333333333333,1,116.73333333333333
2024-11-01,Recent,Rural,27,0.8888888888888888,117.76666666666667,1,117.76666666666667
2024-12-01,Recent,Rural,14,0.8571428571428571,118.76666666666667,1,118.76666666666667
