Document #,Report,Operator,Operator #,Tracking #,Initial Report Date,Date of Discovery,Spill Type,Qtr Qtr,Section,Township,range,meridian,Latitude,Longitude,Municipality,county,Facility Type,Facility ID,API County Code,API Sequence Number,Spilled outside of berms,More than five barrels spilled,Oil Spill Volume,Condensate Spill Volume,Flow Back Spill Volume,Produced Water Spill Volume,E&P Waste Spill Volume,Other Waste,Drilling Fluid Spill Volume,Current Land Use,Other Land Use,Weather Conditions,Surface Owner,Surface Owner Other,Waters of the State,Residence / Occupied Structure,livestock,Public Byway,Surface Water Supply Area,Spill Description,Supplemental Report Date,Oil BBLs Spilled,Oil BBLs Recovered,Oil Unknown,Condensate BBLs Spilled,Condensate BBLs Recovered,Condensate Unknown,Produced Water BBLs Spilled,Produced Water BBLs Recovered,Produced Water Unknown,Drilling Fluid BBLs Spilled,Drilling Fluid BBLs Recovered,Drilling Fluid Unknown,Flow Back Fluid BBLs Spilled,Flow Back Fluid BBLs Recovered,Flow Back Fluid Unkown,Other E&P Waste BBLS Spilled,Other E&P Waste BBLS Recovered,Other E&P Waste Unknown,Other E&P Waste,Spill Contained within Berm,Emergency Pit Constructed,soil,groundwater,Surface Water,Dry Drainage Feature,Surface Area Length,Surface Area Width,Depth of Impact in Feet,Depth of Impact in Inches,Area Depth Determined,Geology Description,Depth to Groundwater,Water wells in area,Water Wells,Water Wells None,Surface Water Near,Surface Water None,Wetlands,Wetlands None,Springs,Springs None,Livestock Near,Livestock None,Occupied Buildings,Occupied Buildings None,Additional Spill Details,Supplemental Report Date CA,Human Error,Equipment Failure,Historical Unkown,Other,Other Description,Root Cause,Preventative Measures,Soil Excavated,Offsite Disposal,Onsite Treatment,Other Disposition,Other Disposition Description,Ground Water Removed,Surface Water Removed,Corrective Actions Completed,Approved Form 27,Form 27 Project Number,GEOID,TRACT_NAME,total_population,white_population,hispanic_population,median_household_income,poverty_population,unemployed_population,percent_white,percent_hispanic,percent_poverty,unemployment_rate,geometry,ruca_code,ruca_description,rurality,report_delay_full_days,report_delay_winsor99,report_delay_winsor99_int,Period,spill_type
403882069,I w/S,EXTRACTION OIL & GAS INC,10459,403882069,2024-08-08,2023-05-23,Recent,NWSE  ,7,1S    ,68W    ,6,39.977889,-105.040042,Broomfield,BROOMFIELD     ,TANK BATTERY,455317.0,   ,     ,,N,0,>0 and <1,0,>0 and <1,0,"Approximately 5 gallons or less of production fluids, which were fully contained to the Location",0,OTHER                              ,Oil & Gas Location,"Mid- to Upper-50s, generally clear ",OTHER (SPECIFY),City & County of Broomfield,,,,,,"On the morning of May 23, 2023, a 2” plug on the choke manifold between the wellhead and the separator for the Livingston 9N well (API 05-014-20746) at the Livingston Pad (Facility ID: 455317) experienced a pinhole release due to unpreventable erosion, spilling approximately 5 gallons or less of production fluids, which were fully confined within lined containment. The facility was shut-in and cleanup and repairs began immediately.
",08/16/2024,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,The spill was completely confined within lined containment. A liner inspection was conducted and indicated no sign of deficiencies.,Spill occurred within lined containment on top of a compacted road based pad surface. Native soils identified as part of the Samsil-Shingle Complex,16.0,1.0,1600.0,0.0,470.0,0.0,,1.0,,1.0,,1.0,1550.0,0.0,,2024-08-16,0.0,0.0,0.0,0.0,erosion ,internal erosion caused a pinhole to form in the 6 o'clock position of a 2” plug on the choke manifold resulting in approximately 5 gallons of produced fluids to be released inside lined containment,The plug along with all of the other similar plugs on pad were inspected and replaced. The location has been added to a PM program to frequently inspect the condition of wear of components.,,1.0,0.0,0.0,,0.0,0.0,True,0.0,,08014031300,313,2736.0,2339.0,165.0,190417.0,6.0,40.0,85.48976608187134,6.030701754385965,0.21929824561403508,1.461988304093567,POINT (-105.040042 39.977889),1,Metropolitan core,Urban,443,173.43000000000393,173,2020 and After,Recent
403883832,I w/S,KP KAUFFMAN COMPANY INC,46290,403883832,2024-08-09,2022-10-24,Historical,NENE  ,6,1N    ,68W    ,6,40.083751,-105.039722,,WELD           ,OFF-LOCATION FLOWLINE,475969.0,   ,     ,,N,Unknown,0,0,0,0,,0,CROP LAND                          ,,"Sunny, 46 degrees                  ",FEE,ME Erie LLC,,,,,,"KPK was performing P&A operations on 10/24/2022 for the Koch 41-6 wellhead and associated flowline when PID field screening and
analytical results indicated the presence of organics at sample location SS-6@5'. The sample location was excavated to 7' depth on
10/31/2022 and tested clean both on the PID and the laboratory analytical results. The excavation has been backfilled. This Form 19
submittal has been required by the ECMC.",08/09/2024,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,7.0,,"Extent of impacts was determined utilizing excavation, impacts were discovered when field screening showed high PID readings at the
SS-6@5' soil sample location. Analytical results indicated elevated levels of hydrocarbons at SS-6@5' location. The impacted soils were
then removed through excavation and re-sampled at 7' depth bgs and confirmed that no organic exceedance remained.
See attached tables and figures. ",Sandy soil,8.0,37.0,225.0,0.0,335.0,0.0,859.0,0.0,,1.0,624.0,0.0,640.0,0.0,"Distances and directions to potential receptors are as follows:
Water well: approximately 225 feet southeast from the release.
Surface water: Lower Boulder ditch is located approximately 335 feet west of the release, Boulder and Weld County Ditch is approximately 562 feet west of the release.
Wetlands: freshwater emergent wetland is located approximately 859 feet southwest of the release.
Livestock: located approximately 624 southwest of the release.
Occupied building: located approximately 640 feet west of the release.
Aquatic Sportfishing Management waters: located approximately 0.88 miles west of the release. ",2024-08-09,0.0,0.0,0.0,0.0,,"Elevated organic concentrations of benzene; 1,2,4 trimethylbenzene; 1,3,5 trimethylbenzene; 1-methylnaphthalene; 2-methylnaphthalene; and naphthalene were found at SS-6@5' beneath the flowline. No integrity issues were
noted on the flowline.",Soil impacts were noted during P&A activities at the flowline. The flowline has been removed. ,8.0,1.0,0.0,0.0,,0.0,0.0,False,0.0,,08123002009,20.09,5144.0,4449.0,312.0,150927.0,55.0,76.0,86.48911353032659,6.065318818040436,1.0692068429237946,1.4774494556765163,POINT (-105.039722 40.083751),1,Metropolitan core,Urban,655,173.43000000000393,173,2020 and After,Historical
403884170,I w/S,KP KAUFFMAN COMPANY INC,46290,403884170,2024-08-09,2022-10-24,Historical,NENE  ,6,1N    ,68W    ,6,40.082903,-105.039918,,WELD           ,OFF-LOCATION FLOWLINE,475969.0,   ,     ,,N,Unknown,0,0,0,0,,0,CROP LAND                          ,,"Sunny, 46 degrees                  ",FEE,ME Erie LLC,,,,,,"KPK was performing P&A operations on 10/24/2022 for the Koch 41-6 wellhead and associated flowline when PID field screening and
analytical results indicated the presence of organics at sample location SS-9@5'. The sample location was excavated to 7' depth on
10/31/2022 and tested clean both on the PID and the laboratory analytical results. The excavation has been backfilled. This Form 19
submittal has been required by the ECMC.",08/09/2024,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,7.0,,"Extent of impacts was determined utilizing excavation, impacts were discovered when field screening showed high PID readings at the
SS-9@5' soil sample location. Analytical results indicated elevated levels of hydrocarbons at SS-9@5' location. The impacted soils were
then removed through excavation and re-sampled at 7' depth bgs and confirmed that no organic exceedance remained.
See attached tables and figures.",Sandy soil,8.0,37.0,251.0,0.0,238.0,0.0,665.0,0.0,,1.0,604.0,0.0,718.0,0.0,"Distances and directions to potential receptors are as follows:
Water well: approximately 251 feet northeast from the release.
Surface water: Lower Boulder ditch is located approximately 335 feet east of the release, Boulder and Weld County Ditch is approximately 363 feet west of the release.
approximately 562 feet west of the release.
Wetlands: freshwater emergent wetland is located approximately 665 feet southwest of the release.
Livestock: located approximately 604 northwest of the release.
Occupied building: located approximately 718 feet northwest of the release.
Aquatic Sportfishing Management waters: located approximately 0.92 miles west of the release. ",2024-08-09,0.0,0.0,0.0,0.0,,"Elevated organic concentrations of 1,2,4 trimethylbenzene; 1,3,5 trimethylbenzene; 1-methylnaphthalene; 2-
methylnaphthalene; and naphthalene were found at SS-9@5' beneath the flowline. No integrity issues were
noted on the flowline.",Soil impacts were noted during P&A activities at the flowline. The flowline has been removed. ,8.0,1.0,0.0,0.0,,0.0,0.0,False,0.0,,08123002009,20.09,5144.0,4449.0,312.0,150927.0,55.0,76.0,86.48911353032659,6.065318818040436,1.0692068429237946,1.4774494556765163,POINT (-105.039918 40.082903),1,Metropolitan core,Urban,655,173.43000000000393,173,2020 and After,Historical
403944915,S,WESTERN OPERATING COMPANY,95620,403276008,2022-12-30,2017-02-09,Historical,NESE  ,27,11N   ,53W    ,6,40.895966,-103.269374,,LOGAN          ,OTHER,483654.0,   ,     ,,N,Unknown,0,0,Unknown,0,,0,NON-CROP LAND                      ,,"Clear, 45 degrees fahreneit        ",FEE,,,,,,,"This form is being submitted to satisfy the requirement in COGCC inspection report document number 690900217.  An approximately 38,000 square foot area exists with stressed vegetation downgradient of the pit.  The progress of reclamation efforts to date have not met COGCC standards.",10/03/2024,,,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,570.0,450.0,7.0,,"The initial extents were determined from the extents of visibly stressed vegetation, as reported initially under COGCC Inspection Form 690900217. On 3/30/2023 and 10/16/2023, fifty-six (56) soil samples were collected from various depths and submitted for analysis of full Table 915-1 to further delineate the extents of impacts. Additional sampling is needed to determine final extents, and a comprehensive sampling plan will be proposed for approval under Remediation Project 27157.",Peetz gravelly hills and Kim loamy plains,80.0,1.0,2100.0,0.0,1000.0,0.0,,1.0,,1.0,500.0,0.0,,1.0,,2024-10-03,0.0,0.0,0.0,0.0,,"Based on a virtual meeting between Western Operating and ECMC (formerly COGCC) on 11/17/2022 and Inspection Form 690900217 submitted on 12/05/2022, Western Operating submitted Spill/Release ID 483654 to document the release of produced water and oil from Production Pit ID 256303 and/or 100311, resulting in stressed and barren vegetation to the south and west of the former pit(s). It is suspected that a release from the production pit berms, either from an overflow event(s) or berm soil materials insufficient to contain fluids, resulted in produced water and oil spreading into the adjacent grassland. ","Western Operating is decommissioning the pit and production facility at the Propst B-2 to prevent reoccurrence at this location, and is evaluating all owned locations for unused production pits and stressed vegetation for decommissioning and/or remediation. ",,0.0,0.0,0.0,,,,False,1.0,27157.0,08075965900,9659,967.0,909.0,94.0,57500.0,83.0,49.0,94.0020682523268,9.720785935884178,8.583247156153051,5.067218200620475,POINT (-103.269374 40.895966),10,Rural area,Rural,2150,173.43000000000393,173,2020 and After,Historical
403954779,S,PETRO OPERATING COMPANY LLC,10583,403639729,2023-12-29,2022-10-27,Historical,SENW  ,30,2N    ,66W    ,6,40.110909,-104.824469,,WELD           ,WELL,,123,09092,,N,0,Unknown,0,0,0,,0,OTHER                              ,Quarry,Sunny                              ,FEE,,,,,,,Impacted soil was identified in sample B01@5' during plugging and abandonment activities associated with the DI-TA (John Diterro) 2 well. Assessment and remediation activities associated with the well plugging and abandonment and flow line abandonment will being conducted under remediation number 23474.,10/11/2024,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,The extent of soil impacts will be determined by soil sampling and laboratory analysis. See the Report of Work Completed (ROWC) associated with ECMC Form 27 Document 403931777 for details. Remedial investigation will continue under Remediation Project 23474.,"Soil at the Location is characterized as sandy clay with gravel and is classified by the Natural Resources Conservation Service (NRCS) as Aquolls and Aquents, gravelly substratum.",21.0,40.0,757.0,0.0,1641.0,0.0,1958.0,0.0,,1.0,,1.0,1927.0,0.0,,2024-10-11,0.0,0.0,0.0,0.0,,The root cause of the release remains unknown and will be reported pending further investigation.,"Well has been plugged, all equipment has been taken out of service",0.0,0.0,0.0,0.0,,0.0,0.0,False,1.0,23474.0,08123001910,19.10,1992.0,1717.0,1064.0,52917.0,234.0,49.0,86.19477911646585,53.41365461847389,11.74698795180723,2.459839357429719,POINT (-104.824469 40.110909),2,Metropolitan high commuting,Urban,428,173.43000000000393,173,2020 and After,Historical
404001324,I,H & M PETROLEUM CORPORATION,10032,404001324,2024-11-20,2023-10-05,Recent,SWSE  ,25,12N   ,55W    ,6,40.98068,-103.4657,,LOGAN          ,OIL AND GAS LOCATION,312324.0,   ,     ,,N,>0 and <1,0,0,0,0,,0,NON-CROP LAND                      ,,sunny                              ,FEE,Private Landowner,,,,,,"Oil and on the wellhead and ground due to pulling rods and tubing out of the well, gear oil from PU gear box on the ground resulted in approximately .5 bbls of oil being released inside an unlined containment. The impacted soil will be removed and hauled to a COGCC approved disposal facility.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,,08075965900,9659,967.0,909.0,94.0,57500.0,83.0,49.0,94.0020682523268,9.720785935884178,8.583247156153051,5.067218200620475,POINT (-103.4657 40.98068),10,Rural area,Rural,412,173.43000000000393,173,2020 and After,Recent
404002450,S,H & M PETROLEUM CORPORATION,10032,404001324,2024-11-20,2023-10-05,Historical,SWSE  ,25,12N   ,55W    ,6,40.98068,-103.4657,,LOGAN          ,OIL AND GAS LOCATION,312324.0,   ,     ,,N,>0 and <1,0,0,0,0,,0,NON-CROP LAND                      ,,sunny                              ,FEE,Private Landowner,,,,,,"Oil and on the wellhead and ground due to pulling rods and tubing out of the well, gear oil from PU gear box on the ground resulted in approximately .5 bbls of oil being released inside an unlined containment. The impacted soil will be removed and hauled to a COGCC approved disposal facility.",11/20/2023,,,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,,,Extent was determined during excavation with visual inspection of soils.,"Rosebud escabosa, loams",175.0,1.0,800.0,0.0,1890.0,0.0,,1.0,,1.0,4823.0,0.0,4823.0,0.0,"Stained soil observed on the northern portion of the production area.
Stained soils observed around the pump jack unit.
Oil sheen and stained soil observed around the pump jack.
Audible and visual leak detected at wellhead/stuffing box hammer union. 
E&P waste discovered by the pump jack unit.
Hydrocarbon impacts observed within the pit
*Surface water is upgradient ",,,,,,,,,,,,,,,,False,0.0,,08075965900,9659,967.0,909.0,94.0,57500.0,83.0,49.0,94.0020682523268,9.720785935884178,8.583247156153051,5.067218200620475,POINT (-103.4657 40.98068),10,Rural area,Rural,412,173.43000000000393,173,2020 and After,Historical
404013036,I,IMPETRO RESOURCES LLC,10690,404013036,2024-12-03,2020-12-05,Historical,SWSW  ,9,3S    ,56W    ,6,39.800277,-103.665692,,WASHINGTON     ,OFF-LOCATION FLOWLINE,316968.0,   ,     ,,N,Unknown,0,0,0,0,,0,NON-CROP LAND                      ,,unknown                            ,OTHER (SPECIFY),Private,,,,,,"In late 2020 a flowline leak occurred at the Pierce off-location flowline. The well was shut in and clean-up efforts including soil removal occurred under the previous operator (#94300). A Form 27 (Doc #402633403) was submitted on 03/18/2021 reporting the release. Per the previous Form 27 reports, ""New flowline laid at Flowline Integrity recommendation"". Remediation is being continued under project #17570. A soil sample location map and analytical results collected to date have been attached to this Form.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,,08121924100,9241,2081.0,1968.0,196.0,56875.0,220.0,40.0,94.56991830850554,9.418548774627583,10.571840461316674,1.9221528111484865,POINT (-103.665692 39.800277),10,Rural area,Rural,1459,173.43000000000393,173,2020 and After,Historical
404019736,S,IMPETRO RESOURCES LLC,10690,404013036,2024-12-03,2020-12-05,Historical,SWSW  ,9,3S    ,56W    ,6,39.800277,-103.665692,,WASHINGTON     ,OFF-LOCATION FLOWLINE,316968.0,   ,     ,,N,Unknown,0,0,0,0,,0,NON-CROP LAND                      ,,unknown                            ,OTHER (SPECIFY),Private,,,,,,"In late 2020 a flowline leak occurred at the Pierce off-location flowline. The well was shut in and clean-up efforts including soil removal occurred under the previous operator (#94300). A Form 27 (Doc #402633403) was submitted on 03/18/2021 reporting the release. Per the previous Form 27 reports, ""New flowline laid at Flowline Integrity recommendation"". Remediation is being continued under project #17570. A soil sample location map and analytical results collected to date were attached to the Form 19-I for this spill/release point.",12/09/2024,,,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,75.0,50.0,5.0,,No excavation measurements or sample depths were provided on Forms submitted by the previous operator. Impacted area is estimated based on drawings from the previous operator (#94300). Field measurements will be taken when site investigation activities continue. ,Lohmiller silt clay (map unit symbol 37),22.0,4.0,1725.0,0.0,94.0,0.0,,1.0,,1.0,,1.0,1432.0,0.0,Depth to water from DWR permit #27479,2024-12-09,0.0,0.0,0.0,0.0,,"Per the Form 27-Initial submitted on 03/18/2021 by the previous operator, a flowline leak occurred. The well was shut in. Impacted soil was excavated, however no waste manifests were submitted with previous Form submittals. ","According to documents submitted by the previous operator, a new flowline segment was laid. ",,0.0,0.0,0.0,,,,False,1.0,17570.0,08121924100,9241,2081.0,1968.0,196.0,56875.0,220.0,40.0,94.56991830850554,9.418548774627583,10.571840461316674,1.9221528111484865,POINT (-103.665692 39.800277),10,Rural area,Rural,1459,173.43000000000393,173,2020 and After,Historical
404029999,I,IMPETRO RESOURCES LLC,10690,404029999,2024-12-16,2017-05-15,Historical,SESW  ,14,1S    ,55W    ,6,39.958799,-103.509319,,WASHINGTON     ,PIT,101966.0,   ,     ,,N,Unknown,0,0,Unknown,0,,0,NON-CROP LAND                      ,,unknown                            ,FEE,,,,,,,"The Gettman 14-14 well and associated tank battery were acquired by Impetro Resources, LLC in July 2023. Impetro has been unable to determine or identify detailed investigation and/or remediation activities that were performed by the previous operator (#94300) beyond the historical information submitted in the documents uploaded to the ECMC database. This Form 19 is being submitted to comply with the COAs from the previously submitted Form 27 (#403930289), Operator shall submit a Form 19, per Rule 912.b.(1).E.: "" The discovery of 10 cubic yards or more of impacted material resulting from a current or historic Spill or Release. Discovery and reporting will not be contingent upon confirmation samples demonstrating exceedance of Table 915-1 standards."" since the Remedial Action Plan documents 52 cubic yards of impacted material from this historic spill/release. A waste manifest was submitted from 2017 documenting the removal of 54.23 tons of impacted soil from the site.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,,08121924100,9241,2081.0,1968.0,196.0,56875.0,220.0,40.0,94.56991830850554,9.418548774627583,10.571840461316674,1.9221528111484865,POINT (-103.509319 39.958799),10,Rural area,Rural,2772,173.43000000000393,173,2020 and After,Historical
404037262,S,IMPETRO RESOURCES LLC,10690,404029999,2024-12-16,2017-05-15,Historical,SESW  ,14,1S    ,55W    ,6,39.958799,-103.509319,,WASHINGTON     ,PIT,101966.0,   ,     ,,N,Unknown,0,0,Unknown,0,,0,NON-CROP LAND                      ,,unknown                            ,FEE,,,,,,,"The Gettman 14-14 well and associated tank battery were acquired by Impetro Resources, LLC in July 2023. Impetro has been unable to determine or identify detailed investigation and/or remediation activities that were performed by the previous operator (#94300) beyond the historical information submitted in the documents uploaded to the ECMC database. This Form 19 is being submitted to comply with the COAs from the previously submitted Form 27 (#403930289), Operator shall submit a Form 19, per Rule 912.b.(1).E.: "" The discovery of 10 cubic yards or more of impacted material resulting from a current or historic Spill or Release. Discovery and reporting will not be contingent upon confirmation samples demonstrating exceedance of Table 915-1 standards."" since the Remedial Action Plan documents 52 cubic yards of impacted material from this historic spill/release. A waste manifest was submitted from 2017 documenting the removal of 54.23 tons of impacted soil from the site.",12/20/2024,,,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,20.0,20.0,1.0,,The estimated surface area impacted has been determined by aerial photographs of the former skim pit . No soil samples have been collected to date. Impacts were previously determined visually. A waste manifest was submitted from 2017 documenting the removal of 54.23 tons of impacted soil from the site.,Keith-Kuma Complex,28.0,2.0,2218.0,0.0,,1.0,,1.0,,1.0,,1.0,1800.0,0.0,"""DUG UP SKIM PIT, STOCKPILE SOIL, TEST AND BACKFILL. THE ORIGINAL SKIM PIT WAS ACTUALLY A CULVERT WITH A CONCRETE BOTTOM. REPLACED IT WITH A TANK. THERE WAS NO STAINING. CURRENTLY, THE LEASE IS BEING EVALUATED FOR P&A. IF WE DECIDE TO CONTINUE PUMPING WE CAN EXCAVATE THE SIDE OF THE TANK, OTHERWISE, WE WILL BE DIGGING IT OUT. WILL MAKE A DECISION BY JULY 21."" This description was provided by the previous operator, Alfred Ward & Son (Operator #94300), on the most recent Form 27-S (Doc #402658626) for the remediation project. The Gettman 14-14 well and associated tank battery were acquired by Impetro Resources, LLC (Operator #10690) in July 2023, who will be putting the lease back into production. Impetro has been unable to determine or identify detailed investigation and/or remediation activities that were performed by the previous operator, beyond the historical information submitted in the documents uploaded to the ECMC database.",2024-12-20,0.0,0.0,0.0,0.0,,"Historical impacts from skim pit
","Pit (vertical culvert with concrete bottom) was excavated and removed. This description was provided by the previous operator. However, Impetro has been unable to determine or identify any confirmation soil sampling was performed.",200.0,1.0,0.0,0.0,,0.0,0.0,False,1.0,8067.0,08121924100,9241,2081.0,1968.0,196.0,56875.0,220.0,40.0,94.56991830850554,9.418548774627583,10.571840461316674,1.9221528111484865,POINT (-103.509319 39.958799),10,Rural area,Rural,2772,173.43000000000393,173,2020 and After,Historical
404047663,I w/S,P O & G OPERATING LLC,10634,404047663,2025-01-03,2023-12-29,Historical,Lot 4 ,1,16S   ,45W    ,6,38.69421,-102.41858,,CHEYENNE       ,WELL,,017,07763,,N,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,NON-CROP LAND                      ,,Sunny                              ,FEE,Jane Edmands,,,,,,Unknown Historical Release,01/03/2025,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,10.0,8.0,6.0,,Sampling with laboratory analysis,"Colby silt loam, 1 to 4 percent, eroded",200.0,0.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Unknown Historical Release,2025-01-03,0.0,0.0,0.0,0.0,,Unknown Historical Release,"Equipment has been decommissioned and removed, Well has been plugged and abandoned.",10.0,1.0,0.0,0.0,,0.0,0.0,False,0.0,,08017960600,9606,1691.0,1490.0,202.0,69063.0,191.0,24.0,88.11354228267298,11.945594322885867,11.295091661738617,1.4192785334121822,POINT (-102.41858 38.69421),10,Rural area,Rural,371,173.43000000000393,173,2020 and After,Historical
404049409,I w/S,WESCO OPERATING INC,95520,404049409,2025-01-06,2023-06-01,Historical,NESE  ,35,4N    ,95W    ,6,40.270218,-108.011706,,MOFFAT         ,WELL SITE,312882.0,   ,     ,,N,Unknown,0,0,Unknown,0,Stained soil discovered during sampling work completed under a Form 27 as part of well site decommissioning.,0,OTHER                              ,former well site,This is a historical spill.        ,FEE,Colowyo Coal Co.,,,,,,"The spill Date of Discovery listed above is the date that the excavated soil with a waste manifest reported volume was taken to the disposal facility. 

There is an open remediation number (8649) for this location resulting from a spill at the wellhead at this location (location #312882) in 2013.  See Form 27 - document #2141734 which includes a copy of the 2013 spill report.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.0,29048.0,08081000600,6,1007.0,994.0,78.0,69732.0,174.0,10.0,98.7090367428004,7.745779543197617,17.27904667328699,0.9930486593843099,POINT (-108.011706 40.270218),8,Small town high commuting,Rural,585,173.43000000000393,173,2020 and After,Historical
404052758,I w/S,WESCO OPERATING INC,95520,404052758,2025-01-09,2023-05-31,Historical,NWSE  ,35,4N    ,95W    ,6,40.272118,-108.016071,,MOFFAT         ,WELL SITE,312985.0,   ,     ,,N,Unknown,0,0,Unknown,0,Historical spill - stained soil discovered during well sampling work completed under a Form 27 as part of well site decommissioning.,0,OTHER                              ,former well site,historical spill                   ,FEE,Colowyo Coal Company,,,,,,"This is a historical spill discovered during well site closure.  The date of discovery listed above is the date that the excavated soil with a waste manifest reported volume was taken to the disposal facility.  Soil samples were collected and analyzed next to the wellhead, beneath the flowline and a background sample with results submitted under a Form 27 document #403773199.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,,08081000600,6,1007.0,994.0,78.0,69732.0,174.0,10.0,98.7090367428004,7.745779543197617,17.27904667328699,0.9930486593843099,POINT (-108.016071 40.272118),8,Small town high commuting,Rural,589,173.43000000000393,173,2020 and After,Historical
404052776,I w/S,WESCO OPERATING INC,95520,404052776,2025-01-09,2023-05-31,Historical,SWNE  ,35,4N    ,95W    ,6,40.274748,-108.015271,,MOFFAT         ,WELL SITE,312871.0,   ,     ,,N,Unknown,0,0,Unknown,0,Historical spill - stained soil discovered during well sampling work under a Form 27 as part of well site decommissioning..,0,OTHER                              ,former oil & gas well site,historical spill                   ,FEE,Colowyo Coal Co,,,,,,The date of discovery listed above is the date that the excavated soil with a waste manifest reported volume was delivered to the disposal facility.    This is a historical spill discovered during well site closure.  Soil samples beneath the flowline and next to the well head and a background sample were collected and analyzed.  The results were submitted as part of Form 27 document #403773019.  Approximately 24 cubic yards of soil (loose measure) were excavated and disposed of.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,,08081000600,6,1007.0,994.0,78.0,69732.0,174.0,10.0,98.7090367428004,7.745779543197617,17.27904667328699,0.9930486593843099,POINT (-108.015271 40.274748),8,Small town high commuting,Rural,589,173.43000000000393,173,2020 and After,Historical
404060255,I w/S,SCHNEIDER ENERGY SERVICES INC,76840,404060255,2025-01-16,2023-12-01,Historical,SENW  ,32,3N    ,61W    ,6,40.182344,-104.238241,,WELD           ,WELL SITE,,123,20447,,N,Unknown,0,0,Unknown,0,,0,NON-CROP LAND                      ,,Sunny                              ,FEE,,,,,,,"On November 10, 2023 soil samples were collected from the Yocam location as part of the decommission and remediation process. Lab results confirmed TPH impacts at Wellhead West point (WH-SS-W @ 2'). Further site assessment will be proceeding under REM #27777.",01/21/2025,,,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,2.0,,"On November 10, 2023 soil samples were collected from the Yocam location as part of the decommission and remediation process. Lab results confirmed TPH impacts at Wellhead West point (WH-SS-W @ 2'). Further site assessment will be proceeding under REM #27777.","Valent sand, 3 to 9 percent slopes. Map Unit Symbol 70. ",45.0,1.0,2534.0,0.0,,1.0,1435.0,0.0,,1.0,,1.0,,1.0,"WW Permit No 63026-MH located 2534' to the NNE of the pad.

Spill remediation and reporting will continue under Remediation Project No: 27777",2025-01-21,0.0,0.0,0.0,0.0,,"On November 10, 2023 soil samples were collected from the Yocam location as part of the decommission and remediation process. Lab results confirmed TPH impacts at Wellhead West point (WH-SS-W @ 2'). Further site assessment will be proceeding under REM #27777.",The Yocam #22-32 well has been P&A'd. Form 6S is in process with the ECMC (doc no: 403610823). Further site assessment will be proceeding under REM #27777.,0.0,0.0,0.0,0.0,,0.0,0.0,False,0.0,,08123002502,25.02,7335.0,6302.0,2011.0,71440.0,831.0,166.0,85.91683708248125,27.41649625085208,11.32924335378323,2.2631220177232447,POINT (-104.238241 40.182344),2,Metropolitan high commuting,Urban,412,173.43000000000393,173,2020 and After,Historical
